IMAGE\LABEL,airplane,bare-soil,buildings,cars,chaparral,court,dock,field,grass,mobile-home,pavement,sand,sea,ship,tanks,trees,water
commercial_5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_6,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_7,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_8,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_9,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_10,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_11,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_12,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_13,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_14,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_15,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_17,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_18,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
commercial_19,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_20,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_21,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
commercial_22,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
commercial_23,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
commercial_24,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_25,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
commercial_26,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_27,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_28,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_29,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
commercial_30,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_31,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
commercial_32,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_33,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_34,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_35,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_36,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_37,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_38,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
commercial_39,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_40,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
commercial_41,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_42,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
commercial_43,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_44,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_45,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_46,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_47,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1
commercial_48,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_49,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
commercial_50,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_51,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_52,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_53,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_54,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_55,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
commercial_56,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_57,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_58,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_59,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_60,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_61,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_62,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_63,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_64,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_65,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
commercial_66,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_67,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_68,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_69,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_70,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_71,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_72,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_73,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
commercial_74,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_75,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
commercial_76,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
commercial_77,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_78,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_79,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_80,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_81,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_82,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_83,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_84,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_85,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
commercial_86,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_87,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_88,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_89,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_90,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_91,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_92,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_93,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_94,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_95,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_96,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_97,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_98,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_99,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
commercial_100,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_6,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_7,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1
denseresidential_8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_9,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_10,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
denseresidential_11,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_12,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_13,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_14,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_15,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_17,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_18,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_19,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
denseresidential_20,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_21,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
denseresidential_22,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
denseresidential_23,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_24,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_26,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_27,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_28,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_29,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_31,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_32,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_33,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_34,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_35,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_36,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_37,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_38,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_39,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_40,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_41,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_42,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_43,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_44,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_45,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_46,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_47,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_48,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_49,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_50,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
denseresidential_51,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_52,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_53,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_54,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
denseresidential_55,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_56,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_57,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_58,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
denseresidential_59,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_60,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_61,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_62,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_63,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_64,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
denseresidential_65,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
denseresidential_66,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
denseresidential_67,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
denseresidential_68,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_69,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
denseresidential_70,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_71,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_72,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_73,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_74,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_75,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_76,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_77,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_78,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_79,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_80,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_81,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_82,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_83,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
denseresidential_84,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_85,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_86,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_87,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_88,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_89,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_90,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_91,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_92,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_93,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_94,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
denseresidential_95,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
denseresidential_96,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
denseresidential_97,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
denseresidential_98,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_99,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
denseresidential_100,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
desert_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
desert_9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
desert_10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
desert_26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
desert_43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
desert_44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
desert_47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
desert_53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
desert_54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
desert_55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
desert_64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
desert_83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desert_100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
farmland_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
farmland_2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
farmland_3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
farmland_4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
farmland_5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
farmland_6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
farmland_7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
farmland_8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
farmland_9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_12,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
farmland_13,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
farmland_15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_17,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
farmland_20,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
farmland_21,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_22,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_23,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_24,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
farmland_25,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
farmland_26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
farmland_27,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
farmland_28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
farmland_29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_30,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
farmland_31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
farmland_34,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
farmland_35,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_36,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_37,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_42,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
farmland_44,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
farmland_45,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_46,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
farmland_47,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
farmland_48,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
farmland_49,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
